plant_code,plant_name,latitude,longitude
4041,South Oak Creek,42.8457,-87.8294
4042,Valley (WI),43.0303,-87.9233
4043,Appleton,44.25393,-88.40956
4044,Oconto Falls Upper,44.8764,-88.1475
4045,Pine,45.8275,-88.2483
4046,Point Beach Nuclear Plant,44.2806,-87.5369
4048,Blackhawk,42.50654,-89.032183
4050,Edgewater,43.715142,-87.705863
4053,Kilbourn,43.625845,-89.780764
4054,Nelson Dewey Generating Station,42.7225,-91.0085
4056,Prairie Du Sac,43.309932,-89.727778
4057,Rock River,42.581968,-89.0276
4059,Sheepskin,42.8347,-89.110833
4060,Alexander,45.1875,-89.7553
4061,Caldron Falls,45.3569,-88.2306
4062,Eagle River,45.9106,-89.2592
4063,Grandfather Falls,45.3019,-89.7917
4064,Hat Rapids,45.5711,-89.4806
4065,High Falls (WI),45.2794,-88.1997
4067,Johnson Falls,45.2875,-88.1603
4068,Merrill,45.1786,-89.685
4071,Potato Rapids,45.1136,-87.7586
4072,Pulliam,44.54,-88.0086
4074,Sandstone Rapids,45.2333,-88.0678
4075,Tomahawk,45.4411,-89.7306
4076,West Marinette,45.0869,-87.6881
4077,Wausau,44.9575,-89.6367
4078,Weston,44.8606,-89.6553
4079,Castle Rock,43.8656,-89.9514
4080,Petenwell,44.0572,-90.0217
4100,Arcadia Electric,44.2524,-91.5034
4102,Barron,45.40193,-91.840382
4107,Cashton,43.7561,-90.7806
4112,Cumberland (WI),45.5336,-92.0224
4113,Elroy,43.7395,-90.2675
4114,Fennimore,42.9828,-90.6558
4118,Kaukauna Gas Turbine,44.276199,-88.265445
4119,Little Chute,44.279897,-88.25558
4120,New Badger,44.2772,-88.2678
4121,Old Badger,44.2772,-88.2678
4122,Rapide Croche,44.3164,-88.3147
4124,La Farge,43.5722,-90.6391
4125,Manitowoc,44.082,-87.6558
4130,New Lisbon,43.8797,-90.1645
4139,Viola,43.507,-90.669
4140,Alma,44.308333,-91.911111
4142,Flambeau Hydroelectric Station,45.491826,-91.047211
4143,Genoa,43.5589,-91.2325
4146,E J Stoneman Station,42.70826,-90.98474
4147,Stiles,44.8747,-88.1586
4148,Washington Island,45.370922,-86.930822
4150,Neil Simpson,44.2872,-105.3878
4151,Osage (WY),43.9703,-104.4106
4158,Dave Johnston,42.8378,-105.7769
4162,Naughton,41.7581,-110.5983
4176,Fremont Canyon,42.4766,-106.795901
4177,Glendo,42.467254,-104.955526
4178,Guernsey,42.289868,-104.760634
4180,Kortes,42.174301,-106.880543
4182,Seminoe,42.156127,-106.908483
4183,Shoshone (WY),44.502897,-109.181228
4185,Fontenelle,42.027013,-110.063973
4195,Powerlane Plant,33.1707,-96.1264
4201,Combined Locks,44.273511,-88.300548
4204,Island Park,44.418293,-111.395971
4213,PHP 1,45.481708,-122.083188
4214,PHP 2,45.448977,-122.151257
4251,Logan City,41.725833,-111.8433
4256,Walnut,37.4903,-120.9044
4257,Easton 2,38.795,-76.07
4258,Greenup Hydro,38.6472,-82.8594
4259,Endicott Station,42.0317,-84.755
4263,Echo Dam,40.964828,-111.433937
4264,Joes Valley Dam,39.2875,-111.266389
4266,Spencer,33.1975,-97.1061
4270,Waterford 3,29.995267,-90.471581
4271,John P Madgett,44.303583,-91.912647
4937,Thomas C Ferguson,30.558,-98.3705
4939,Barney M Davis,27.6064,-97.3117
4940,Riverside (OK),35.9978,-95.9567
4941,Navajo,36.9047,-111.3886
5083,Cumberland (NJ),39.3757,-74.9654
6000,Donald C Cook,41.975604,-86.565206
6001,Joseph M Farley,31.2231,-85.1116
6002,James H Miller Jr,33.6319,-87.0597
6004,FirstEnergy Pleasants Power Station,39.366667,-81.294444
6006,Racine,38.9153,-81.9081
6008,Palo Verde,33.3881,-112.8617
6009,White Bluff,34.4228,-92.1406
6011,Calvert Cliffs Nuclear Power Plant,38.4344,-76.4417
6012,Sherman,42.7297,-72.9303
6013,Olive,34.1764,-118.3147
6014,Brunswick Nuclear,33.9597,-78.0114
6015,Harris,35.6334,-78.9556
6016,Duck Creek,40.4663,-89.9841
6017,Newton,38.9361,-88.2781
6018,East Bend,38.9036,-84.8514
6019,W H Zimmer,38.8675,-84.2289
6020,Perry,41.8006,-81.1439
6021,Craig (CO),40.4627,-107.5912
6022,Braidwood Generation Station,41.2435,-88.2286
6023,Byron Generating Station,42.0742,-89.2819
6025,Collins,41.346111,-88.392777
6026,LaSalle Generating Station,41.245498,-88.669066
6030,Coal Creek,47.377743,-101.157058
6031,Killen Station,38.6903,-83.4803
6034,Belle River,42.7756,-82.495
6035,Greenwood (MI),43.1056,-82.6964
6036,Catawba,35.0514,-81.0694
6038,McGuire,35.4331,-80.9486
6040,Beaver Valley,40.6219,-80.4336
6041,H L Spurlock,38.7,-83.8181
6042,Manatee,27.6058,-82.3456
6043,Martin,27.0536,-80.5628
6045,St Lucie,27.348611,-80.246389
6046,DeBary,28.903863,-81.332329
6047,Deerfield 2,42.573084,-72.707274
6049,West Tisbury Generating Facility,41.392486,-70.620089
6051,Edwin I Hatch,31.9342,-82.3447
6052,Wansley,33.41342,-85.032329
6055,Big Cajun 2,30.7261,-91.3692
6056,Kahului,20.896884,-156.462696
6058,Cascade Creek,44.0322,-92.4908
6060,Coachella,33.6758,-116.1714
6061,R D Morrow,31.2186,-89.394
6063,Electrifarm,42.4407,-92.4205
6064,Nearman Creek,39.1681,-94.6975
6065,Iatan,39.4472,-94.98
6068,Jeffrey Energy Center,39.286453,-96.117231
6071,Trimble County,38.5847,-85.4117
6072,Grand Gulf,32.0081,-91.0478
6073,Victor J Daniel Jr,30.5322,-88.5553
6074,Greenwood (MO),38.8615,-94.2982
6076,Colstrip,45.8831,-106.614
6077,Gerald Gentleman,41.0808,-101.1408
6081,Stony Brook,42.1978,-72.5106
6082,Somerset Operating Co LLC,43.358889,-78.604722
6083,Deerfield 3,42.5995,-72.7335
6085,R M Schahfer,41.2164,-87.0261
6086,Cornell,45.164024,-91.157427
6087,Wallace Dam,33.3498,-83.1574
6088,North Loop,32.401,-111.1262
6089,Lewis & Clark,47.6785,-104.15665
6090,Sherburne County,45.3808,-93.8931
6092,Spirit Mound,42.897663,-96.990494
6094,FirstEnergy Bruce Mansfield,40.6348,-80.4159
6095,Sooner,36.45307,-97.05279
6096,Nebraska City,40.6214,-95.7764
6098,Big Stone,45.303652,-96.510067
6099,Diablo Canyon,35.211536,-120.855542
6100,Helms Pumped Storage,37.029304,-118.968252
6101,Wyodak,44.290128,-105.381482
6103,TalenEnergy Susquehanna,41.0919,-76.1462
6105,Limerick,40.224303,-75.58744
6106,Boardman,45.693182,-119.808819
6110,James A Fitzpatrick,43.52139,-76.408394
6112,Fort St Vrain,40.2461,-104.8742
6113,Gibson,38.372222,-87.765833
6115,Seabrook,42.899167,-70.848889
6118,PSEG Hope Creek Generating Station,39.4666,-75.5377
6119,Deerfield 4,42.6198,-72.7376
6120,Whitehorn,48.828784,-122.68609
6122,R E Ginna Nuclear Power Plant,43.2777,-77.3099
6124,McIntosh,32.356287,-81.168347
6125,Shrewsbury,42.2747,-71.7172
6126,Fairfield Pumped Storage,34.3061,-81.3308
6127,V C Summer,34.2983,-81.3153
6128,Amistad Dam & Power,29.449827,-101.06011
6130,Carters,34.6121,-84.6733
6131,Jones Bluff,32.324242,-86.784319
6132,Richard B Russell,34.0256,-82.5953
6133,West Point (GA),32.918674,-85.1887
6136,Gibbons Creek,30.619937,-96.081846
6137,A B Brown,37.9053,-87.715
6138,Flint Creek,36.2561,-94.5241
6139,Welsh,33.05522,-94.839993
6140,Clarence Cannon,39.524791,-91.643969
6141,Harry Truman,38.2623,-93.4062
6142,Ozark,35.4693,-93.8175
6144,Kansas City International,39.297252,-94.693153
6145,Comanche Peak,32.298365,-97.785515
6146,Martin Lake,32.2606,-94.5706
6147,Monticello,33.0917,-95.0417
6149,Davis Besse,41.5967,-83.0861
6150,Bellefonte,34.7092,-85.9278
6151,Raccoon Mountain,35.055795,-85.387934
6152,Sequoyah,35.2267,-85.0917
6153,Callaway,38.758919,-91.778841
6155,Rush Island,38.131248,-90.263157
6156,New Haven Harbor,41.283997,-72.904323
6158,New Melones,37.946927,-120.528211
6159,Crystal,38.510573,-107.625335
6163,Grand Coulee,47.957511,-118.977323
6165,Hunter,39.1747,-111.0289
6166,Rockport,37.9256,-87.0372
6167,Bath County,38.20889,-79.8
6168,North Anna,38.06,-77.7897
6170,Pleasant Prairie,42.5381,-87.9033
6171,Laurel Dam,36.9614,-84.27
6172,Libby,48.4098,-115.3143
6174,Lost Creek,42.6717,-122.6772
6175,Lower Granite,46.659503,-117.429385
6177,Coronado,34.5789,-109.2708
6178,Coleto Creek,28.7128,-97.214167
6179,Fayette Power Project,29.9172,-96.7506
6180,Oak Grove (TX),31.1803,-96.4866
6181,J T Deely,29.308056,-98.3228
6183,San Miguel,28.7044,-98.4775
6188,Harris Dam,33.258281,-85.616047
6189,Rocky Mountain Hydroelectric Plant,34.355538,-85.303942
6190,Brame Energy Center,31.395,-92.716667
6192,Portland (FL),30.573611,-86.215833
6193,Harrington,35.29816,-101.747187
6194,Tolk,34.186494,-102.56999
6195,John Twitty Energy Center,37.151706,-93.38804
6196,W E Warne,34.6853,-118.7881
6200,Rock Island,47.346111,-120.0917
6202,Ross,48.732577,-121.06788
6204,Laramie River Station,42.108889,-104.8825
6206,Tacoma,37.52372,-107.782786
6207,Ames Hydro,37.866,-107.8831
6208,Mount Elbert,39.094197,-106.352331
6210,Northeast (WA),47.73511,-117.370538
6211,Dynegy Oakland Power Plant,37.79675,-122.28185
6212,Mobile GT,40.741389,-124.210278
6213,Merom,39.0694,-87.5108
6220,Durant,41.59976,-90.91195
6223,Empire Energy Center,37.1385,-94.1041
6225,Jasper 2,38.4004,-86.9146
6229,Mobile,40.883013,-97.601363
6231,Apple River,45.157552,-92.716214
6237,Pittsfield,39.6436,-90.6353
6238,Pearl Station,39.449185,-90.614119
6243,Dansby,30.7217,-96.4608
6246,Putnam,29.628338,-81.585084
6248,Pawnee,40.2217,-103.6803
6249,Winyah,33.33184,-79.357236
6250,Mayo,36.5278,-78.8917
6251,South Texas Project,28.795,-96.0481
6253,Germantown,43.1952,-88.1496
6254,Ottumwa,41.0961,-92.555833
6257,Scherer,33.0606,-83.8075
6258,Wilson,33.137711,-81.748294
6264,Mountaineer,38.9794,-81.9344
6265,Swift 2,46.0594,-122.2594
6280,Ozark Beach,36.658995,-93.1235
6281,Kodiak,57.789956,-152.396982
6282,Port Lions,57.864775,-152.855441
6283,Seldovia,59.439542,-151.713439
6285,North Pole,64.7356,-147.3481
6286,Fairbanks,64.854171,-147.719351
6288,Healy,63.8542,-148.95
6291,Cooper Lake,60.392331,-149.665603
6292,Bernice Lake,60.6935,-151.3874
6293,International,61.168972,-149.911038
6299,Unalakleet,63.876789,-160.790414
6301,Naknek,58.730417,-157.007222
6302,Purple Lake,55.091263,-131.544978
6304,Kotzebue,66.837778,-162.556944
6305,Glennallen,62.110415,-145.532529
6306,Valdez,61.1303,-146.3647
6311,Chevak,61.479444,-165.499444
6314,Emmonak,62.777694,-164.531517
6319,Hooper Bay,61.530858,-166.101944
6323,Kiana,66.973889,-160.428592
6329,Mountain Village,62.085569,-163.729072
6330,Noorvik,66.834519,-161.038717
6333,Nunapitchuk,60.875278,-162.453333
6338,St Marys IC,62.051525,-163.172567
6341,Selawik,66.606778,-160.014808
6345,Shishmaref,66.255072,-166.073589
6348,Togiak,59.059744,-160.380278
6356,Sixth Street Gas Turbine,42.792645,-86.103583
6358,Hutchinson Plant #2,44.888881,-94.349348
6359,Felt,43.913476,-111.283319
6369,Detour,45.98363,-83.90788
6373,Rokeby,40.7316,-96.7364
6377,Ocracoke,35.109444,-75.979722
6378,Dwight,42.149497,-72.610949
6379,Indian Orchard,42.160954,-72.507631
6388,Turners Falls,42.608042,-72.561458
6390,Tangier,37.8277,-75.9915
6391,Smith Island,37.9933,-76.0353
6393,Strawberry Creek,42.905142,-110.893422
6394,Swift Creek,42.728439,-110.916592
6395,Anderson Ranch,43.357066,-115.451517
6396,Black Canyon,43.930462,-116.437172
6397,Boise R Diversion,43.537685,-116.093756
6398,Minidoka,42.669899,-113.483175
6400,Canyon Ferry,46.649026,-111.727874
6402,Elephant Butte,33.153358,-107.191973
6403,Green Springs,42.121168,-122.547896
6404,Deer Creek (UT),40.404354,-111.528446
6405,Flaming Gorge,40.914646,-109.421662
6406,Chandler,46.26678,-119.589821
6407,Roza,46.618413,-120.477759
6408,Heart Mountain,44.513767,-109.129588
6409,Alcova,42.548412,-106.717536
6410,Falcon Dam & Power,26.5575,-99.1642
6413,Sam Rayburn Dam,31.060893,-94.1062
6414,Whitney,31.8694,-97.3667
6415,Broken Bow Dam,34.138779,-94.684498
6416,Denison,33.8181,-96.5692
6417,Center Hill,36.0972,-85.8274
6418,Cheatham,36.3208,-87.2219
6419,Eufaula Dam,35.3069,-95.3572
6421,Lemolo 2,43.280611,-122.40248
6422,Madison Dam,45.487869,-111.633807
6424,Chelan,47.8347,-120.0133
6430,Cedar Falls (WA),47.4193,-121.781858
6431,Gorge,48.698056,-121.208611
6432,Diablo,48.713853,-121.131736
6433,Boundary,48.987111,-117.347847
6438,Queens Creek,35.27127,-83.676016
6440,Wilson Dam,34.79782,-87.62537
6449,Azusa,34.1548,-117.9093
6450,Proctor,43.662775,-73.034023
6451,Beldens,44.0525,-73.1762
6456,Carver Falls,43.6262,-73.3073
6459,Big Fork,48.0592,-114.0708
6462,River Bend,30.757,-91.3327
6463,Ames GT,42.0272,-93.5828
6469,Antelope Valley,47.370542,-101.83566
6474,Port Allen (HI),21.899583,-159.585042
6475,Gorge 18,44.489997,-73.169312
6478,Shipman,19.7239,-155.069
6479,San Francisquito 1,34.590183,-118.454676
6480,San Francisquito 2,34.534337,-118.525113
6481,Intermountain Power Project,39.509731,-112.58018
6482,Cline Falls,44.2778,-121.2564
6483,Mcindoes,44.2603,-72.0592
6484,Bend,44.062326,-121.313331
6486,Mill C,44.6967,-73.6122
6504,Maalaea,20.80117,-156.492981
6505,Oak Grove,45.122009,-122.06987
6506,Moyie Springs,48.7339,-116.1752
6507,Drop 2 (WA),46.4492,-120.5342
6508,Drop 3 (WA),46.423133,-120.559997
6509,Battle Mountain,40.6253,-116.9131
6510,Brunswick,39.1522,-119.7478
6511,Fallon,39.472222,-118.791111
6512,Farad,39.394267,-120.021732
6513,Fleish,39.2851,-119.5933
6514,Gabbs,38.7714,-117.6869
6515,Valencia,31.363472,-110.931343
6516,Rocky Ford,38.0492,-103.7136
6517,Keowee,34.7981,-82.8872
6518,Kings Beach,39.245833,-120.027222
6519,Vergennes 9,44.1664,-73.2575
6520,Waterbury 22,44.38126,-72.76769
6521,Lahontan,39.4625,-119.0667
6522,Yards Creek,41.0006,-75.0314
6524,Portola,39.816944,-120.463333
6526,Rainbow Falls Auscble,44.5236,-73.4617
6527,E J West,43.318906,-73.920785
6529,Searsburg,42.87084,-72.92732
6530,Valley Road,39.5472,-119.795
6531,Verdi,39.3125,-119.585
6532,Washoe,39.3022,-119.5604
6533,Winnemucca,40.9581,-117.7375
6537,Little Cottonwood,40.584985,-111.800605
6543,Dam No. 4 Hydro Station,39.493056,-77.826944
6544,Dam No. 5 Hydro Station,39.605,-77.923055
6546,Millville Hydro Station,39.273056,-77.784444
6552,Foster,44.4146,-122.6712
6553,Little Mountain,41.250607,-112.249441
6554,Waverly Municipal Electric North Plant,42.7317,-92.4711
6555,McGrath,62.95699,-155.594997
6558,D G Hunter,31.3207,-92.4613
6559,George M Sullivan Generation Plant 2,61.229713,-149.716744
6560,London,38.1944,-81.3706
6561,Marmet,38.2526,-81.5695
6562,Winfield,38.5274,-81.91392
6563,Unionville,40.459344,-93.021833
6565,Berlin,38.327778,-75.217222
6566,Bethel,60.7897,-161.787778
6567,Block Island,41.175556,-71.5711
6579,Johnson,37.5757,-101.625
6580,Beaver Falls,55.37975,-131.470269
6581,Silvis,55.381402,-131.517758
6582,Cudjoe,24.579167,-81.685
6584,Stock Island,24.563333,-81.7342
6585,Commercial Street,42.495833,-70.854722
6586,Wilkins Station,42.5131,-70.8583
6595,Toledo Bend,31.173484,-93.565877
6612,Union Valley,38.86429,-120.444335
6618,Highgate Falls,44.933611,-73.051111
6619,Burlington (CO),39.3561,-102.2431
6623,Fort Peck,48.0122,-106.4123
6624,Gavins Point,42.848829,-97.481479
6635,A L Pierce,41.44823,-72.834884
6636,Lake Lynn Hydro Station,39.720278,-79.856111
6637,Yakutat,59.544553,-139.724306
6639,R D Green,37.6461,-87.5
6641,Independence Steam Electric Station,35.678442,-91.408761
6643,Greg Avenue,34.20795,-118.3516
6644,Lake Mathews,33.8553,-117.4537
6645,Foothill Feeder,34.5148,-118.6092
6646,San Dimas,34.1275,-117.7958
6647,Yorba Linda,33.9117,-117.8192
6648,Sandow No 4,30.565871,-97.064032
6650,Mexico,39.1481,-91.8306
6651,Moberly,39.4244,-92.4837
6652,Moreau,38.555713,-92.102316
6664,Louisa,41.3181,-91.0931
6702,Pelican,57.957197,-136.220095
6704,Pebbly Beach,33.333056,-118.310278
6705,Warrick,37.915,-87.3328
6706,Thibodaux,29.799167,-90.809722
6707,Naval Training Center,32.735556,-117.208333
6741,Rock Lake CT,45.805443,-92.97176
6761,Rawhide,40.860905,-105.021207
6768,Sikeston Power Station,36.8791,-89.6209
6772,Hugo,34.0158,-95.3206
6776,West Station (NJ),39.4912,-75.0486
6789,St Stephen,33.4261,-79.93
6791,Augusta Electric Plant No 2,37.686085,-96.964982
6801,Jarvis Street,57.0497,-135.3128
6823,D B Wilson,37.4497,-87.0806
6824,St Bonifacius,44.905026,-93.820761
7011,Hugoton 2,37.175,-101.3458
7012,Lower No 1,43.468679,-112.062499
7013,East 12th Street,37.2367,-96.9625
7015,Unit 4,39.544108,-111.418727
7018,Chanute 3,37.6376,-95.4704
7028,Whitehead,40.1817,-111.6203
7030,Major Oak Power,31.091925,-96.69503
7032,Gravel Neck,37.1575,-76.6911
7034,Hydro II,41.743728,-111.783169
7039,Lake (WY),44.415,-110.5739
7040,Ellis Hydro,35.351361,-94.294349
7042,Humpback Creek,60.612822,-145.679411
7044,Bates Mill Upper,44.095876,-70.219009
7048,Hill Mill,44.092904,-70.216965
7051,Wrightsville Hydro Plant,44.309693,-72.575305
7056,Bolton Falls,44.359381,-72.81673
7058,Solon Diesel,46.358956,-91.823631
7060,Sibley No Two,43.396851,-95.74966
7063,McIntosh (AL),31.2546,-88.0299
7066,Stampede,39.470447,-120.10455
7072,Mojave Siphon,34.307444,-117.323548
7079,Upper Salmon B,42.766397,-114.908236
7080,St George Red Rock,37.1067,-113.5953
7082,Harry Allen,36.430554,-114.902405
7097,J K Spruce,29.309722,-98.3203
7106,NA 1 (SC), , 
7111,Heber City,40.50368,-111.425246
7112,Centennial,55.121433,-131.560267
7113,PEC Headworks,47.159553,-119.896306
7115,Hoist,46.5628,-87.5686
7116,McClure Dam,46.5717,-87.4764
7118,Cataract (MI),46.3156,-87.5128
7119,Gladstone,45.8475,-87.0036
7125,Bad Creek,35.0075,-82.9975
7127,Wynoochee,47.385072,-123.605225
7128,William F Matson Generating Station,40.432915,-78.002887
7129,Thermalito Diverson Dam,39.528749,-121.546359
7130,Puna,19.6316,-155.0313
7131,Brandon Station,33.585257,-101.886093
7132,Pine View Dam,41.254331,-111.848525
7135,Whillock,35.127591,-92.790273
7137,Grinnell,41.7529,-92.748889
7138,Forked River,39.8154,-74.2098
7145,Pleasant Hill,41.5572,-93.5242
7146,Wading River,40.956932,-72.877411
7147,Mill Creek 3,34.088019,-117.039539
7148,San Gorgonio 1,34.030376,-116.857142
7151,Stony Gorge,39.586864,-122.533248
7153,Hay Road,39.7436,-75.5072
7155,Lime Creek,43.2481,-93.205
7158,Woodsdale,39.4492,-84.4611
7159,Concord,43.1669,-88.69
7164,Waddell,33.8447,-112.2714
7166,Murray,34.7956,-92.3569
7168,Chester Lake,55.116879,-131.545879
7169,Northway,62.9617,-141.9372
7173,Barrow,71.292,-156.7786
7174,Gwitchyaa Zhee,66.5208,-145.3064
7179,Headgate Rock,34.168264,-114.277356
7182,Aniak,61.580678,-159.535643
7183,Newhalen,59.899054,-154.698735
7185,Conoco,36.674444,-97.060277
7189,Whiskeytown,40.597617,-122.538683
7190,Milner Hydro,42.526786,-114.036889
7191,Tallassee Hydro Project,33.989153,-83.498448
7200,Robert D Willis,30.7975,-94.1756
7203,South Fond Du Lac,43.7353,-88.496667
7210,Cope,33.3644,-81.03
7212,Darbytown,37.498223,-77.368544
7213,Clover,36.869,-78.704
7228,NA 1 (IN), , 
7229,Black Butte,39.814905,-122.332335
7231,Gianera,37.401,-121.96867
7232,Santa Clara Cogen,37.364297,-121.944238
7233,Tesla,38.973655,-104.901141
7237,Angus Anson,43.60347,-96.6356
7238,Cane Island,28.2764,-81.533
7242,Polk,27.7286,-81.9897
7246,Dam 2,33.986501,-91.315788
7247,Watertown Power Plant,44.901667,-97.108333
7250,Auke Bay,58.3875,-134.6446
7253,NA 5, , 
7259,Skookumchuck,46.7844,-122.7197
7264,Miki Basin,20.79,-156.9342
7266,Woodland,37.652602,-121.020397
7268,491 E 48th Street,42.7553,-86.0853
7270,Paris (WI),42.6658,-88.0131
7277,Lincoln Combustion,35.4317,-81.0347
7279,O'Shaughnessy Hydro,40.153328,-83.126719
7281,Gardner Energy Center,38.830833,-94.890278
7283,Paragould Turbine,36.024272,-90.509229
7286,Richard Gorsuch,39.3664,-81.5211
7288,Sherman Avenue,39.451,-75.0578
7294,Central Energy Plant,28.4263,-81.5809
7296,State Line Combined Cycle,37.0659,-94.614
7300,NA 8, , 
7302,Hines Energy Complex,27.788215,-81.869983
7304,Palmyra Municipal 2,39.800981,-91.524502
7307,Redding Power,40.507292,-122.423281
7314,Richard M Flynn,40.8158,-73.064
7315,Almond Power Plant,37.5744,-120.985
7317,Buffalo Bill,44.508169,-109.170661
7318,Van Sant Station,39.145036,-75.548172
7325,San Jacinto Steam Electric Station,29.694838,-95.040622
7335,Richmond,39.839572,-84.965682
7336,Anderson,40.0529,-85.7389
7337,Florence,43.7089,-73.0631
7338,Grizzly,39.889287,-121.279173
7339,Wellington 2,37.2678,-97.3497
7343,George Neal South,42.3006,-96.3617
7345,University of Florida,29.640278,-82.348611
7348,Robins,32.5792,-83.5822
7350,Coyote Springs,45.847998,-119.67392
7366,Lincoln Turbines,44.6108,-87.5586
7367,Bradley Lake,59.77862,-150.94015
7368,Geothermal 1,38.752,-122.7195
7369,Geothermal 2,38.7492,-122.7117
7372,McPhee,37.57522,-108.574002
7373,Towaoc,37.429538,-108.574871
7376,Alliant Techsystems,44.927,-93.393
7377,United Health Care,44.984444,-93.360833
7378,United Hospital,44.9425,-93.1072
7380,Midulla Generating Station,27.641667,-81.9625
7381,Searsburg Wind Turbine,42.8625,-72.9628
7392,Poplar Bluff Generating Station,36.7597,-90.3903
7393,Lakin Municipal,37.9414,-101.2639
7394,Gonzales Hydro Plant,29.497166,-97.45516
7396,Front Street,42.1483,-72.5911
7397,Falling Spring,39.9389,-77.6583
7398,Water Street Station,43.582846,-83.896696
7399,Henry Station,43.595101,-83.89986
7400,Salisbury City of,39.4236,-92.8028
7405,Shelbina Power #1,39.694755,-92.047014
7406,Shelbina Power #2,39.694784,-92.04674
7408,Payson,40.06084,-111.73023
7413,Short Mountain,43.96211,-122.997361
7414,Thorne Bay Plant,55.68586,-132.52892
7415,Lakefield Utilities,43.674186,-95.1706
7425,Interstate,39.8233,-89.5891
7427,Cowlitz Falls,46.4661,-122.1097
7429,Edenton Generators,36.028611,-76.571944
7431,Dalles Dam North Fishway Project,45.614375,-121.136885
7432,Oxford (KS),37.2758,-97.1636
7436,Vernon,33.9986,-118.2219
7437,Galena Electric Utility,64.74417,-156.8736
7438,Church Street Plant,38.752347,-77.462918
7439,Godwin Drive Plant,38.74054,-77.508061
7440,VMEA 1 Credit Gen,38.74054,-77.508061
7441,VMEA Peaking Gen,38.74054,-77.508061
7447,Pratt 2,37.6356,-98.745
7449,Combustion Turbine Project No 2,38.088138,-121.386944
7450,Alameda,37.7886,-122.2889
7451,Lodi,38.146571,-121.300541
7452,Roseville,38.810677,-121.323807
7456,Rathdrum,47.80427,-116.867312
7458,Basalt,39.363056,-106.821944
7462,Angoon,57.499166,-134.58614
7463,Hoonah,58.106432,-135.43074
7464,Kake,56.962983,-133.922557
7466,Klawock,55.557778,-132.981389
7469,Madison Utilities,41.8336,-97.4611
7470,Marceline,39.716944,-92.945833
7474,Upper Sterling,41.787115,-89.677526
7479,North Road Peak,33.5452,-80.9109
7480,Rowesville Rd Plant,33.436637,-80.847389
7481,City Light & Water,40.327952,-98.450252
7482,NSB Atqasuk Utility,70.4826,-157.4252
7483,NSB Kaktovik Utility,70.125617,-143.619033
7484,NSB Nuiqsut Utility,70.220565,-150.993492
7485,NSB Point Hope Utility,68.348424,-166.737211
7486,NSB Point Lay Utility,69.740833,-163.005833
7487,NSB Anaktuvuk Pass,68.13795,-151.741017
7488,NSB Wainwright Utility,70.642877,-160.020461
7489,Lake Mendocino,39.197222,-123.185556
7493,King Cove,55.061683,-162.3103
7497,Croswell,43.271944,-82.613889
7501,Princeton Wind Farm,42.4789,-71.9
7502,Dutch Harbor,53.9761,-166.5361
7503,Unalaska Power Module,53.86406,-166.51242
7504,Neil Simpson II,44.2856,-105.3833
7505,Fergus Control Ctr,46.280657,-96.070449
7507,Deadwood Creek,39.53,-121.095833
7508,Stone Creek,45.081111,-121.886611
7511,McNary Dam Fish Attraction Project,45.940034,-119.299078
7512,Arthur Von Rosenberg,29.257046,-98.384045
7513,ReEnergy Fort Fairfield,46.77285,-67.84849
7515,McPherson 3,38.38932,-97.61108
7526,Solano Wind,38.116415,-121.769031
7527,Carson Ice-Gen Project,38.445681,-121.462387
7537,North Branch (WV),39.2633,-79.3308
7538,Wayne County,35.375789,-78.098052
7539,NA 1 (NC), , 
7541,Spirit Mountain,44.512699,-109.129878
7545,Kaw Hydro,36.6994,-96.9278
7546,Ponca City,36.71979,-97.085758
7548,Causey,41.297229,-111.588849
7549,Milwaukee County,43.046,-88.0281
7551,SCA Cogen 2,38.530943,-121.400128
7552,SPA Cogen 3,38.511,-121.4735
7555,Nebraska City # 2,40.6661,-95.868333
7556,State Farm,40.4535,-88.9605
7575,Bowling Green,41.3822,-83.6113
7576,Engle,41.1428,-81.4706
7577,Jackson (OH),39.0441,-82.6101
7578,Napoleon,41.4106,-84.0967
7579,Niles,41.168,-80.7529
7580,Wadsworth,41.003889,-81.762222
7583,Talcville,44.3083,-75.3083
7584,Panora,41.694673,-94.367571
7588,H M Jackson,47.9084,-121.8144
7593,El Vado Dam,36.592775,-106.73213
7594,Belleville Dam,39.1192,-81.7375
7595,Red Cedar,41.969145,-91.668889
7602,Oneida Casino,44.4967,-88.1283
7603,Prospect Municipal,40.4411,-83.1883
7604,St Francis Energy Facility,36.5852,-90.1779
7605,River Road Gen Plant,45.6497,-122.7256
7627,Everett Cogen,47.9785,-122.2217
7646,Monticello Dam,38.513056,-122.104444
7657,Auglaize Hydro,41.237206,-84.399756
7678,Celanese,35.423611,-100.840555
7690,Pennsbury,40.153128,-74.769146
7693,Anaheim GT,33.853542,-117.856286
7697,Washington County Cogeneration Facility,31.2504,-88.0156
7698,General Electric Plastic,32.310226,-86.52542
7699,Tiger Bay,27.746369,-81.849446
7701,Fairless Hills,40.1405,-74.7506
7705,Girvin Landfill,30.3356,-81.4639
7706,Agency GT,40.816736,-91.146667
7708,APC1, , 
7709,Dahlberg,34.042267,-83.397721
7710,H Allen Franklin Combined Cycle,32.6078,-85.0975
7711,GPC3, , 
7712,GPC4, , 
7713,GPC5, , 
7714,GPC6, , 
7715,Pea Ridge,30.59208,-87.135391
